Gene ID	Gene Name	DO221123	DO221124	DO221127	DO221129	DO222303	DO222304	DO222305	DO222306	DO222307	DO222308	DO222309	DO27763	DO27764	DO27765	DO27767	DO27769	DO27773	DO27775	DO27777	DO27779
ENSG00000006704	GTF2IRD1	1.0	1.0	0.6	0.5	1.0	0.2	0.7	0.6	0.6	2.0	2.0	13.0	47.0	10.0	14.0	16.0	0.6	2.0	8.0	1.0
ENSG00000006712	PAF1	99.0	75.0	32.0	130.0	110.0	154.0	180.0	162.0	146.0	150.0	154.0	91.0	84.0	83.0	75.0	63.0	80.0	63.0	61.0	49.0
ENSG00000006715	VPS41	28.0	32.0	14.0	41.0	10.0	24.0	23.0	28.0	19.0	17.0	16.0	10.0	21.0	16.0	25.0	17.0	34.0	21.0	20.0	15.0
ENSG00000006740	ARHGAP44	4.0	3.0	2.0	6.0	4.0	8.0	2.0	11.0	2.0	0.4	1.0	4.0	3.0	3.0	5.0	12.0	2.0	17.0	4.0	3.0
ENSG00000006744	ELAC2	50.0	28.0	21.0	53.0	56.0	57.0	67.0	56.0	54.0	69.0	40.0	58.0	55.0	63.0	47.0	59.0	46.0	42.0	29.0	44.0
ENSG00000006747	SCIN	0.5	0.1	0.4	0.1	0.3	0.3		0.2	0.1	0.2	0.2	0.1	0.2	0.1	0.9	0.2		0.3	25.0	0.2
ENSG00000006756	ARSD	3.0	4.0	2.0	5.0	2.0	1.0	4.0	5.0	2.0	3.0	7.0	1.0	0.6	0.7	5.0	0.9	3.0	1.0	3.0	7.0
ENSG00000006757	PNPLA4	10.0	23.0	16.0	7.0	7.0	18.0	11.0	14.0	7.0	13.0	16.0	7.0	10.0	6.0	7.0	6.0	8.0	6.0	7.0	15.0
ENSG00000006788	MYH13	0.6						0.1			0.2			0.2		0.1			0.1		
ENSG00000006831	ADIPOR2	41.0	64.0	21.0	44.0	17.0	26.0	23.0	25.0	17.0	28.0	23.0	31.0	41.0	46.0	41.0	37.0	41.0	45.0	36.0	30.0
ENSG00000006837	CDKL3	0.7	2.0	0.8	0.8	0.7	0.8	0.8	0.9	0.7	0.7	0.7	1.0	2.0	1.0	0.6	1.0	1.0	1.0	0.5	1.0
ENSG00000007001	UPP2	0.2	0.2					0.3	0.5		0.3	0.3		0.1				0.2	0.1		
ENSG00000007038	PRSS21	0.6	0.5	0.2	3.0		0.4	1.0	1.0	1.0	0.5	1.0	0.1	0.5	0.2	0.3	53.0	1.0	62.0	0.3	6.0
ENSG00000007047	MARK4	10.0	10.0	4.0	22.0	6.0	6.0	9.0	7.0	8.0	7.0	7.0	10.0	15.0	14.0	14.0	11.0	12.0	6.0	18.0	10.0
ENSG00000007062	PROM1	0.1				0.4			0.1	0.4		0.5	0.1	0.5	0.1	0.1		0.1	0.1		
ENSG00000007080	CCDC124	109.0	69.0	93.0	68.0	287.0	306.0	185.0	264.0	298.0	218.0	238.0	146.0	193.0	197.0	92.0	119.0	63.0	109.0	70.0	69.0
ENSG00000007129	CEACAM21	10.0	15.0	34.0	10.0	15.0	16.0	9.0	22.0	7.0	8.0	20.0	20.0	9.0	19.0	10.0	15.0	16.0	18.0	18.0	5.0
ENSG00000007168	PAFAH1B1	68.0	42.0	22.0	61.0	28.0	46.0	63.0	36.0	36.0	29.0	43.0	47.0	42.0	53.0	59.0	55.0	90.0	68.0	38.0	43.0
ENSG00000007171	NOS2	0.9	0.8	0.1	0.6	0.9	0.1	0.1		0.3	0.3	0.1	0.1	0.1	0.2	0.3	0.2	2.0	0.4	0.4	0.7
ENSG00000007174	DNAH9					0.1								0.2		0.1					0.1
ENSG00000007202	KIAA0100	66.0	54.0	21.0	82.0	28.0	28.0	29.0	34.0	24.0	27.0	33.0	40.0	39.0	77.0	84.0	52.0	95.0	54.0	109.0	27.0
ENSG00000007216	SLC13A2											0.2		0.2							0.1
ENSG00000007237	GAS7	16.0	12.0	2.0	11.0	6.0	4.0	11.0	6.0	9.0	5.0	9.0	3.0	3.0	13.0	23.0	4.0	11.0	4.0	11.0	6.0
ENSG00000007255	TRAPPC6A	41.0	112.0	148.0	133.0	227.0	415.0	283.0	376.0	250.0	346.0	142.0	52.0	73.0	71.0	43.0	50.0	71.0	30.0	52.0	62.0
ENSG00000007264	MATK	2.0	2.0	2.0	6.0	6.0	2.0	7.0	26.0	2.0	2.0	21.0	0.4	0.7	1.0	3.0	0.5	4.0	0.7	1.0	2.0
ENSG00000007306	CEACAM7	0.1				0.1								0.3							0.1
ENSG00000007312	CD79B	403.0	670.0	1665.0	814.0	1444.0	6367.0	1459.0	2319.0	1858.0	8409.0	2347.0	1134.0	1351.0	929.0	274.0	495.0	1870.0	681.0	81.0	550.0
ENSG00000007314	SCN4A	0.2	1.0	0.5	0.5	0.5	4.0	0.4	0.5	0.8	52.0	0.8	4.0	2.0	3.0	2.0	1.0	2.0	2.0	0.2	1.0
ENSG00000007341	ST7L	2.0	2.0	2.0	3.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	3.0	1.0	2.0	1.0	1.0	5.0	2.0	1.0	2.0
ENSG00000007350	TKTL1	0.1	0.4		0.2	0.1	0.1	0.4	0.1		3.0	0.2	0.1	0.3	0.1	0.4	0.1	0.9	0.2	0.3	0.1
ENSG00000007372	PAX6	0.2	0.4	0.3	0.4	0.2	0.2	0.3	0.2	0.2	15.0	0.2	0.9	0.9	1.0	0.4	0.4	0.7	0.5	0.1	0.6
ENSG00000007376	RPUSD1	34.0	31.0	22.0	41.0	89.0	77.0	54.0	58.0	80.0	36.0	80.0	64.0	66.0	65.0	45.0	59.0	33.0	38.0	38.0	16.0
ENSG00000007384	RHBDF1	7.0	3.0	0.5	4.0	3.0	0.9	3.0	2.0	2.0	3.0	5.0	4.0	1.0	0.7	4.0	2.0	3.0	3.0	10.0	4.0
ENSG00000007392	LUC7L	31.0	37.0	8.0	46.0	33.0	39.0	26.0	26.0	36.0	13.0	35.0	69.0	72.0	50.0	27.0	37.0	69.0	42.0	17.0	25.0
ENSG00000007402	CACNA2D2	0.6	0.4	0.2	1.0	0.4	0.2	0.2	0.2	0.3	0.3	0.4	0.5	0.3	0.4	0.5	0.4	2.0	0.5	1.0	0.3
ENSG00000007516	BAIAP3	2.0	4.0	1.0	4.0	0.6	1.0	3.0	1.0	0.4	12.0	0.8	0.5	0.8	2.0	2.0	0.7	2.0	1.0	2.0	0.7
ENSG00000007520	TSR3	99.0	99.0	114.0	73.0	190.0	217.0	290.0	167.0	201.0	113.0	263.0	81.0	122.0	121.0	78.0	96.0	81.0	73.0	58.0	61.0
ENSG00000007541	PIGQ	13.0	15.0	4.0	14.0	16.0	17.0	17.0	18.0	28.0	13.0	29.0	13.0	21.0	20.0	10.0	11.0	15.0	12.0	9.0	5.0
ENSG00000007545	CRAMP1	6.0	8.0	1.0	11.0	4.0	4.0	3.0	5.0	3.0	3.0	3.0	8.0	7.0	16.0	10.0	8.0	11.0	8.0	8.0	4.0
ENSG00000007866	TEAD3	6.0	4.0	1.0	2.0	3.0	0.7	2.0	2.0	3.0	3.0	3.0	3.0	2.0	1.0	6.0	2.0	3.0	5.0	10.0	8.0
ENSG00000007908	SELE	1.0	7.0	8.0	10.0	3.0	0.4	0.4	2.0	4.0	0.2	2.0	0.4	0.1	2.0	2.0	2.0	4.0	13.0	1.0	15.0
ENSG00000007923	DNAJC11	23.0	11.0	4.0	28.0	10.0	14.0	11.0	11.0	9.0	7.0	10.0	26.0	17.0	29.0	25.0	30.0	21.0	23.0	20.0	11.0
ENSG00000007933	FMO3	4.0	2.0	0.2	8.0	2.0	0.3	3.0	0.3	0.1	1.0	2.0	1.0	0.4	0.9	1.0	0.4	3.0	5.0	5.0	2.0
ENSG00000007944	MYLIP	11.0	19.0	13.0	24.0	6.0	9.0	9.0	11.0	7.0	10.0	11.0	9.0	14.0	16.0	26.0	14.0	45.0	18.0	55.0	12.0
ENSG00000007952	NOX1	0.3	1.0	0.6	0.3	1.0	0.9	3.0	1.0	0.9	1.0	0.5	2.0	1.0	0.5	0.3	2.0	0.4	0.7	0.3	2.0
ENSG00000007968	E2F2	31.0	21.0	5.0	20.0	31.0	11.0	10.0	29.0	29.0	18.0	16.0	80.0	99.0	102.0	80.0	77.0	17.0	75.0	9.0	6.0
ENSG00000008018	PSMB1	360.0	199.0	224.0	118.0	427.0	407.0	398.0	673.0	439.0	448.0	508.0	256.0	253.0	236.0	143.0	219.0	163.0	241.0	182.0	195.0
ENSG00000008056	SYN1	2.0	0.5	0.1	0.4	0.3	0.3	2.0	0.2	0.1	3.0	0.6	0.5	0.1	0.2	2.0	0.3	0.7	0.8	6.0	2.0
ENSG00000008083	JARID2	6.0	6.0	3.0	21.0	4.0	7.0	5.0	9.0	3.0	1.0	4.0	12.0	10.0	12.0	16.0	14.0	25.0	16.0	13.0	23.0
ENSG00000008086	CDKL5	1.0	1.0	0.1	2.0		0.1			0.1	0.1		0.2	0.2	0.2	1.0	0.2	2.0	0.5	3.0	0.7
ENSG00000008118	CAMK1G	2.0	1.0	0.5	0.2	0.3	0.1	0.8	1.0	0.2	2.0	3.0	0.6	0.5	0.1	1.0	0.3	0.1	2.0	0.6	0.7
ENSG00000008128	CDK11A	9.0	12.0	2.0	16.0	6.0	7.0	6.0	6.0	5.0	6.0	3.0	11.0	11.0	11.0	6.0	10.0	17.0	12.0	5.0	4.0
ENSG00000008130	NADK	76.0	80.0	30.0	98.0	81.0	144.0	82.0	93.0	103.0	72.0	98.0	89.0	122.0	111.0	63.0	74.0	74.0	88.0	44.0	24.0
ENSG00000008196	TFAP2B					0.1							0.1	0.3							
ENSG00000008197	TFAP2D	0.1				0.7				0.1				0.2							0.1
ENSG00000008226	DLEC1	0.2	0.3	0.1	0.8	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.3	0.3	0.2	0.1	1.0	0.2	2.0	0.3
ENSG00000008256	CYTH3	5.0	6.0	2.0	4.0	4.0	1.0	1.0	2.0	2.0	41.0	3.0	7.0	3.0	5.0	10.0	6.0	25.0	3.0	7.0	8.0
ENSG00000008277	ADAM22	2.0	2.0	0.2	4.0	0.4	0.3	1.0	0.9	0.4	7.0	1.0	3.0	3.0	2.0	4.0	2.0	3.0	4.0	2.0	0.9
ENSG00000008282	SYPL1	229.0	123.0	55.0	128.0	65.0	121.0	110.0	142.0	99.0	99.0	99.0	100.0	167.0	91.0	143.0	173.0	270.0	168.0	113.0	181.0
ENSG00000008283	CYB561	9.0	7.0	4.0	7.0	6.0	3.0	6.0	8.0	4.0	4.0	12.0	1.0	1.0	1.0	8.0	2.0	7.0	4.0	14.0	7.0
ENSG00000008294	SPAG9	20.0	18.0	11.0	19.0	9.0	7.0	6.0	9.0	7.0	9.0	7.0	15.0	16.0	14.0	32.0	23.0	36.0	29.0	26.0	13.0
ENSG00000008300	CELSR3	0.8	2.0	0.7	2.0	0.6	2.0	0.3	2.0	0.2	0.3	1.0	1.0	0.4	18.0	2.0	3.0	2.0	1.0	13.0	0.3
ENSG00000008311	AASS	3.0	2.0	0.3	2.0	0.6	0.1	0.4	0.1	0.1	0.3	0.4	2.0	0.6	0.5	3.0	1.0	16.0	1.0	2.0	2.0
ENSG00000008323	PLEKHG6	0.2	0.5		0.1	0.5	0.1	0.9		0.1	0.1	0.7		0.4	0.1	0.3	0.1	0.2	0.1	1.0	0.5
ENSG00000008324	SS18L2	94.0	71.0	133.0	69.0	138.0	131.0	108.0	134.0	145.0	111.0	158.0	94.0	99.0	116.0	57.0	122.0	83.0	96.0	50.0	77.0
ENSG00000008382	MPND	27.0	28.0	34.0	21.0	51.0	73.0	60.0	133.0	73.0	106.0	78.0	19.0	33.0	41.0	18.0	15.0	20.0	18.0	17.0	12.0
ENSG00000008394	MGST1	1.0	4.0	3.0	13.0	8.0	0.6	0.5	6.0	2.0	0.2	5.0	12.0	7.0	16.0	18.0	18.0	0.3	18.0	0.3	7.0
ENSG00000008405	CRY1	6.0	6.0	3.0	5.0	2.0	0.4	2.0	1.0	1.0	1.0	2.0	1.0	0.7	0.9	7.0	2.0	8.0	4.0	7.0	10.0
ENSG00000008438	PGLYRP1	0.2	1.0	0.1	1.0		0.4			0.1	0.3	0.5	0.7	2.0	1.0	0.2	0.3	1.0	2.0	1.0	0.3
ENSG00000008441	NFIX	7.0	8.0	0.7	5.0	3.0	1.0	4.0	1.0	2.0	2.0	5.0	4.0	3.0	2.0	21.0	4.0	6.0	2.0	13.0	7.0
ENSG00000008513	ST3GAL1	40.0	13.0	9.0	50.0	6.0	12.0	11.0	8.0	8.0	14.0	18.0	10.0	7.0	7.0	29.0	7.0	42.0	24.0	72.0	10.0
ENSG00000008516	MMP25	19.0	11.0	0.8	18.0	16.0	11.0	19.0	7.0	16.0	7.0	15.0	3.0	3.0	2.0	9.0	1.0	9.0	9.0	16.0	3.0
ENSG00000008517	IL32	94.0	101.0	88.0	106.0	131.0	157.0	243.0	493.0	115.0	86.0	350.0	11.0	11.0	31.0	72.0	13.0	139.0	34.0	170.0	70.0
ENSG00000008710	PKD1	9.0	9.0	1.0	13.0	6.0	5.0	4.0	4.0	5.0	6.0	7.0	11.0	16.0	15.0	10.0	10.0	16.0	11.0	10.0	3.0
ENSG00000008735	MAPK8IP2	0.3	3.0	0.2	0.4	0.6	3.0	0.2	0.3	0.8	0.1	1.0	0.3	1.0	0.5	0.6	0.2	0.3	0.1	1.0	0.3
ENSG00000008838	MED24	47.0	34.0	13.0	45.0	31.0	32.0	31.0	29.0	33.0	25.0	31.0	29.0	36.0	61.0	32.0	41.0	56.0	34.0	32.0	14.0
ENSG00000008853	RHOBTB2	59.0	33.0	11.0	11.0	32.0	32.0	41.0	38.0	10.0	21.0	17.0	51.0	168.0	74.0	24.0	46.0	89.0	48.0	63.0	3.0
ENSG00000008869	HEATR5B	20.0	20.0	5.0	31.0	4.0	6.0	7.0	4.0	5.0	2.0	3.0	13.0	16.0	20.0	22.0	14.0	53.0	18.0	21.0	17.0
ENSG00000008952	SEC62	49.0	56.0	72.0	39.0	40.0	85.0	19.0	52.0	37.0	32.0	34.0	88.0	79.0	78.0	69.0	99.0	110.0	86.0	37.0	55.0
ENSG00000008988	RPS20	1225.0	1058.0	3965.0	864.0	2125.0	968.0	2613.0	1996.0	2506.0	2007.0	2159.0	2040.0	1778.0	1522.0	861.0	1992.0	1456.0	1635.0	880.0	1469.0
ENSG00000009307	CSDE1	344.0	279.0	174.0	270.0	127.0	146.0	137.0	106.0	149.0	128.0	160.0	236.0	184.0	346.0	314.0	290.0	346.0	234.0	284.0	145.0
ENSG00000009335	UBE3C	39.0	37.0	15.0	37.0	12.0	10.0	12.0	11.0	10.0	10.0	14.0	19.0	25.0	30.0	37.0	30.0	36.0	26.0	28.0	18.0
ENSG00000009413	REV3L	11.0	14.0	2.0	10.0	2.0	2.0	2.0	1.0	3.0	2.0	2.0	6.0	6.0	8.0	17.0	11.0	18.0	13.0	11.0	7.0
ENSG00000009694	TENM1	0.2	0.2		0.9	0.1						0.1			0.2	0.2		3.0	0.1	0.6	0.2
ENSG00000009709	PAX7													0.1							
ENSG00000009724	MASP2	0.5	0.4		4.0	0.3	0.3	0.1		0.1		0.1	0.9	1.0	0.9	0.5	0.6	6.0	2.0	0.8	0.7
ENSG00000009765	IYD					0.2		0.1				8.0		0.1							
ENSG00000009780	FAM76A	9.0	15.0	8.0	15.0	7.0	4.0	6.0	5.0	6.0	8.0	5.0	11.0	11.0	14.0	11.0	13.0	19.0	13.0	7.0	9.0
ENSG00000009790	TRAF3IP3	40.0	25.0	8.0	85.0	23.0	31.0	10.0	5.0	30.0	6.0	36.0	11.0	5.0	13.0	25.0	12.0	104.0	28.0	48.0	28.0
ENSG00000009830	POMT2	5.0	4.0	2.0	5.0	3.0	6.0	2.0	5.0	3.0	4.0	4.0	4.0	6.0	4.0	4.0	4.0	5.0	4.0	3.0	3.0
ENSG00000009844	VTA1	34.0	37.0	22.0	14.0	12.0	16.0	14.0	20.0	18.0	30.0	16.0	23.0	25.0	33.0	25.0	33.0	29.0	33.0	19.0	27.0
ENSG00000009950	MLXIPL	0.1	0.1			0.8	0.1	0.3		0.1	0.2	0.4	0.6	0.9	0.1	1.0	0.1	0.1	0.1	0.3	0.8
ENSG00000009954	BAZ1B	98.0	112.0	21.0	80.0	27.0	27.0	28.0	46.0	29.0	24.0	33.0	108.0	150.0	126.0	185.0	117.0	98.0	86.0	111.0	46.0
ENSG00000010017	RANBP9	64.0	46.0	40.0	48.0	12.0	26.0	15.0	29.0	14.0	22.0	18.0	42.0	44.0	52.0	54.0	47.0	59.0	48.0	55.0	72.0
ENSG00000010030	ETV7	6.0	17.0	3.0	7.0	6.0	2.0	53.0	8.0	3.0	2.0	8.0	0.9	1.0	2.0	5.0	0.6	5.0	0.5	31.0	2.0
ENSG00000010072	SPRTN	10.0	10.0	5.0	9.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	9.0	9.0	7.0	7.0	11.0	11.0	8.0	6.0	9.0
ENSG00000010165	METTL13	45.0	35.0	17.0	40.0	37.0	51.0	28.0	56.0	43.0	53.0	47.0	38.0	25.0	54.0	49.0	44.0	34.0	32.0	81.0	26.0
ENSG00000010219	DYRK4	10.0	16.0	10.0	16.0	9.0	14.0	14.0	16.0	5.0	12.0	13.0	12.0	17.0	8.0	8.0	12.0	14.0	12.0	7.0	14.0
ENSG00000010244	ZNF207	55.0	48.0	24.0	69.0	20.0	30.0	28.0	22.0	26.0	25.0	25.0	40.0	47.0	56.0	39.0	48.0	94.0	54.0	49.0	55.0
ENSG00000010256	UQCRC1	135.0	88.0	119.0	66.0	301.0	225.0	238.0	413.0	287.0	248.0	289.0	144.0	201.0	208.0	107.0	127.0	75.0	98.0	110.0	105.0
ENSG00000010270	STARD3NL	31.0	21.0	79.0	22.0	11.0	15.0	19.0	22.0	18.0	15.0	21.0	12.0	29.0	13.0	20.0	19.0	26.0	19.0	17.0	24.0
ENSG00000010278	CD9	27.0	23.0	192.0	6.0	50.0	109.0	12.0	16.0	121.0	134.0	35.0	87.0	66.0	30.0	40.0	52.0	26.0	23.0	111.0	137.0
ENSG00000010282	HHATL											2.0		0.1						0.3	
ENSG00000010292	NCAPD2	166.0	177.0	25.0	76.0	30.0	44.0	91.0	59.0	57.0	64.0	64.0	106.0	134.0	172.0	118.0	146.0	78.0	115.0	33.0	62.0
ENSG00000010295	IFFO1	22.0	27.0	13.0	37.0	16.0	15.0	9.0	22.0	17.0	13.0	20.0	28.0	29.0	23.0	18.0	16.0	47.0	24.0	12.0	10.0
ENSG00000010310	GIPR	3.0	0.8	0.6	3.0	2.0	0.6	0.7	2.0	0.3	0.4	3.0	0.7	1.0	1.0	1.0	0.9	4.0	1.0	3.0	0.4
ENSG00000010318	PHF7	6.0	7.0	5.0	6.0	2.0	3.0	2.0	5.0	2.0	3.0	3.0	4.0	6.0	7.0	5.0	4.0	10.0	8.0	7.0	4.0
ENSG00000010319	SEMA3G	0.3	4.0	0.7	3.0	3.0	1.0	1.0	1.0	1.0	0.7	1.0	2.0	1.0	2.0	7.0	4.0	2.0	2.0	1.0	4.0
ENSG00000010322	NISCH	30.0	30.0	11.0	36.0	16.0	27.0	19.0	24.0	24.0	20.0	23.0	32.0	43.0	39.0	30.0	30.0	63.0	32.0	43.0	18.0
ENSG00000010327	STAB1	5.0	9.0	4.0	12.0	16.0	7.0	2.0	5.0	14.0	5.0	14.0	9.0	2.0	8.0	38.0	7.0	31.0	4.0	12.0	16.0
ENSG00000010361	FUZ	12.0	17.0	12.0	24.0	17.0	23.0	14.0	33.0	29.0	18.0	23.0	23.0	29.0	31.0	15.0	25.0	14.0	19.0	8.0	5.0
ENSG00000010379	SLC6A13			0.1	0.2		0.2		0.2		0.1	0.2	0.2	0.2	0.1	0.1		0.1	0.1	0.1	0.4
ENSG00000010404	IDS	57.0	44.0	60.0	54.0	6.0	8.0	11.0	7.0	12.0	12.0	23.0	10.0	11.0	9.0	27.0	16.0	56.0	14.0	134.0	14.0
ENSG00000010438	PRSS3	0.3	0.1		0.2	0.4	0.1	0.1	0.3	0.2	0.1	0.2	0.1	1.0		0.1		0.2	0.1	0.1	0.1
ENSG00000010539	ZNF200	7.0	10.0	3.0	8.0	3.0	5.0	3.0	3.0	2.0	2.0	4.0	5.0	5.0	3.0	4.0	4.0	8.0	5.0	8.0	8.0
ENSG00000010610	CD4	136.0	118.0	20.0	133.0	98.0	40.0	103.0	88.0	62.0	43.0	118.0	28.0	20.0	29.0	118.0	31.0	165.0	37.0	100.0	60.0
ENSG00000010626	LRRC23	5.0	6.0	9.0	3.0	11.0	11.0	19.0	7.0	6.0	6.0	9.0	11.0	18.0	3.0	6.0	8.0	12.0	10.0	5.0	9.0
ENSG00000010671	BTK	100.0	189.0	100.0	152.0	79.0	96.0	76.0	84.0	91.0	135.0	127.0	113.0	81.0	123.0	87.0	137.0	123.0	134.0	225.0	193.0
ENSG00000010704	HFE	10.0	5.0	4.0	5.0	2.0	0.9	2.0	2.0	1.0	1.0	4.0	1.0	1.0	2.0	3.0	2.0	3.0	2.0	4.0	4.0
ENSG00000010803	SCMH1	20.0	23.0	4.0	24.0	7.0	9.0	3.0	8.0	9.0	6.0	9.0	35.0	40.0	28.0	29.0	29.0	24.0	29.0	18.0	18.0
ENSG00000010810	FYN	36.0	41.0	5.0	49.0	14.0	11.0	26.0	8.0	16.0	24.0	28.0	15.0	11.0	13.0	42.0	13.0	79.0	16.0	86.0	23.0
ENSG00000010818	HIVEP2	31.0	25.0	6.0	28.0	4.0	8.0	3.0	11.0	5.0	4.0	9.0	19.0	21.0	9.0	29.0	16.0	46.0	24.0	53.0	10.0
ENSG00000010932	FMO1	2.0	29.0	1.0	1.0	2.0	3.0	5.0	11.0	9.0	8.0	0.8	6.0	1.0	6.0	9.0	11.0	0.5	2.0	1.0	4.0
ENSG00000011007	ELOA	30.0	23.0	12.0	37.0	21.0	17.0	14.0	23.0	20.0	22.0	16.0	22.0	24.0	34.0	33.0	25.0	37.0	27.0	33.0	42.0
ENSG00000011009	LYPLA2	99.0	66.0	43.0	104.0	154.0	100.0	218.0	201.0	219.0	214.0	227.0	88.0	103.0	102.0	62.0	64.0	82.0	62.0	45.0	66.0
ENSG00000011021	CLCN6	19.0	8.0	2.0	24.0	5.0	11.0	5.0	7.0	4.0	6.0	6.0	17.0	17.0	17.0	16.0	15.0	22.0	22.0	7.0	7.0
ENSG00000011028	MRC2	51.0	30.0	8.0	23.0	25.0	14.0	50.0	56.0	44.0	30.0	53.0	17.0	11.0	4.0	60.0	11.0	5.0	18.0	9.0	41.0
ENSG00000011083	SLC6A7	2.0	0.6	0.4	0.4	0.2		0.2	0.5	0.2	0.6	1.0	0.4	0.3		0.2		0.2	0.3	0.1	0.2
ENSG00000011105	TSPAN9	7.0	6.0	3.0	3.0	8.0	2.0	7.0	4.0	6.0	5.0	7.0	3.0	1.0	2.0	11.0	4.0	6.0	3.0	3.0	5.0
ENSG00000011114	BTBD7	9.0	12.0	2.0	11.0	2.0	3.0	1.0	3.0	3.0	11.0	3.0	6.0	7.0	7.0	9.0	8.0	13.0	9.0	12.0	7.0
ENSG00000011132	APBA3	11.0	12.0	11.0	19.0	12.0	15.0	25.0	14.0	18.0	13.0	19.0	10.0	16.0	11.0	11.0	10.0	19.0	11.0	12.0	9.0
ENSG00000011143	MKS1	21.0	16.0	3.0	12.0	4.0	9.0	20.0	1.0	5.0	10.0	14.0	4.0	10.0	13.0	7.0	6.0	13.0	3.0	10.0	11.0
ENSG00000011198	ABHD5	21.0	11.0	9.0	8.0	3.0	3.0	6.0	3.0	4.0	5.0	8.0	6.0	7.0	5.0	11.0	7.0	7.0	11.0	17.0	10.0
ENSG00000011201	ANOS1	2.0	1.0	7.0	1.0	1.0	0.3	2.0	2.0	2.0	0.8	2.0	0.6	1.0	0.4	5.0	0.6	2.0	2.0	2.0	2.0
ENSG00000011243	AKAP8L	35.0	31.0	9.0	50.0	30.0	44.0	32.0	41.0	41.0	43.0	43.0	44.0	38.0	44.0	27.0	34.0	67.0	33.0	29.0	34.0
ENSG00000011258	MBTD1	15.0	17.0	4.0	24.0	2.0	7.0	2.0	3.0	4.0	3.0	3.0	22.0	23.0	34.0	20.0	23.0	34.0	27.0	14.0	14.0
ENSG00000011260	UTP18	106.0	60.0	87.0	79.0	73.0	68.0	93.0	85.0	75.0	73.0	82.0	64.0	77.0	114.0	77.0	121.0	84.0	109.0	52.0	57.0
ENSG00000011275	RNF216	23.0	28.0	8.0	42.0	13.0	20.0	21.0	22.0	18.0	27.0	19.0	19.0	22.0	21.0	30.0	14.0	51.0	17.0	20.0	19.0
ENSG00000011295	TTC19	19.0	14.0	13.0	21.0	16.0	23.0	20.0	11.0	14.0	18.0	19.0	17.0	19.0	32.0	18.0	21.0	28.0	22.0	18.0	17.0
ENSG00000011304	PTBP1	205.0	167.0	46.0	185.0	87.0	122.0	128.0	125.0	146.0	112.0	130.0	196.0	227.0	280.0	174.0	197.0	146.0	176.0	179.0	122.0
ENSG00000011332	DPF1	1.0	1.0	0.5	2.0	1.0	2.0	0.6	3.0	7.0	0.5	3.0	3.0	5.0	4.0	0.7	2.0	0.4	2.0	0.5	0.6
ENSG00000011347	SYT7	0.4	0.4	0.1	0.2	0.2		0.1	0.1	0.2	0.3	0.2	2.0	0.4	0.2	3.0	0.7	0.4	0.4	1.0	0.8
ENSG00000011376	LARS2	18.0	16.0	8.0	16.0	13.0	11.0	8.0	15.0	11.0	7.0	8.0	16.0	15.0	25.0	24.0	28.0	17.0	18.0	25.0	9.0
ENSG00000011405	PIK3C2A	14.0	20.0	8.0	20.0	2.0	3.0	1.0	2.0	2.0	4.0	2.0	7.0	9.0	11.0	21.0	12.0	31.0	15.0	21.0	18.0
ENSG00000011422	PLAUR	40.0	14.0	39.0	7.0	13.0	4.0	43.0	44.0	35.0	35.0	35.0	2.0	2.0	12.0	12.0	4.0	4.0	36.0	31.0	15.0
ENSG00000011426	ANLN	34.0	33.0	9.0	15.0	3.0	3.0	5.0	4.0	7.0	5.0	4.0	31.0	47.0	25.0	36.0	29.0	15.0	26.0	9.0	24.0
ENSG00000011451	WIZ	16.0	14.0	4.0	23.0	7.0	8.0	7.0	6.0	10.0	7.0	10.0	24.0	23.0	31.0	19.0	19.0	17.0	18.0	22.0	10.0
ENSG00000011454	RABGAP1	25.0	26.0	8.0	37.0	8.0	9.0	11.0	10.0	8.0	10.0	11.0	24.0	27.0	24.0	27.0	24.0	66.0	29.0	22.0	15.0
ENSG00000011465	DCN	74.0	126.0	155.0	12.0	34.0	5.0	44.0	101.0	100.0	42.0	44.0	33.0	10.0	8.0	152.0	42.0	18.0	20.0	3.0	163.0
ENSG00000011478	QPCTL	15.0	14.0	25.0	58.0	50.0	69.0	26.0	40.0	50.0	52.0	30.0	22.0	19.0	36.0	13.0	18.0	11.0	19.0	18.0	8.0
ENSG00000011485	PPP5C	43.0	26.0	26.0	48.0	25.0	25.0	29.0	21.0	28.0	19.0	28.0	47.0	51.0	59.0	32.0	47.0	20.0	37.0	26.0	21.0
ENSG00000011523	CEP68	5.0	9.0	3.0	12.0	4.0	7.0	6.0	7.0	4.0	12.0	2.0	6.0	7.0	7.0	15.0	8.0	26.0	11.0	11.0	13.0
ENSG00000011566	MAP4K3	6.0	11.0	6.0	7.0	0.9	2.0	1.0	1.0	1.0	1.0	1.0	5.0	6.0	7.0	9.0	7.0	21.0	7.0	7.0	10.0
ENSG00000011590	ZBTB32	6.0	1.0	13.0	42.0	7.0	10.0	7.0	1.0	15.0	1.0	43.0	0.7	0.2	3.0	3.0	0.2	4.0	1.0	2.0	0.5
